"Axis1","Axis2","Axis3"
-0.375529339628663,0.607729416169134,-0.148970075526227
-0.599445637737882,1.4600555254317,1.39393895943945
1.32133084740284,1.37525681295725,0.818348778546841
1.25019521736655,0.157639343580117,-0.499342958062521
1.68179681873728,0.978482607656617,0.922555696455015
0.962230801432268,0.710844174666228,0.484629210759714
-0.09102731527921,1.23133403976325,1.08843378142795
1.37302262147214,1.4514789472873,0.475483842932148
0.0756227008207845,0.148333225925153,-1.79468994402624
-2.13719725086666,0.534291028723025,0.395276568441206
0.563234985641626,0.582670190094254,-0.723639922571349
-0.20705103873196,1.74238211692858,0.888190006416756
-0.865430930253597,-0.197756197592443,0.0917939096324293
-1.00185205973531,1.39280057988521,0.67581903824475
-1.12360109935062,0.870890260070149,1.27978777844426
-3.10597641634237,0.784369230458705,1.54722775162461
2.10685625467046,0.846265700436648,0.852926137783265
-1.06568678500084,1.76414142136387,0.485447309308079
-1.05324678268725,0.834778562081958,-1.87064631729415
2.14686721124165,0.697586657831979,1.59119830483183
1.63862275181981,-0.11037502876198,0.470909649367219
-0.306607966489868,0.390379207216605,0.304607251236321
0.436499673169198,2.08692807059538,-0.421334133812247
-3.28470183401387,1.65359777226289,0.880082107753199
0.377578711732916,0.432703041543436,0.430376393856069
1.50090483923627,0.197634453764508,-0.750503565976181
0.72389838516299,1.21123649716768,0.248455866448473
0.843597053194856,0.578561586742885,0.572119657002391
-2.40939866759144,0.787717045208635,-1.07206433184203
-0.982093048215381,0.81854172435195,0.313819493162647
-0.697906404850911,0.922248496614135,-0.720137592869854
-2.40724623813325,1.24463676687088,0.184081466063045
-2.51491225352667,1.9988720524626,1.59323351708109
0.995277360722562,0.69184487698972,-0.875343079305355
-1.00044900495567,1.24426966969419,0.346853485474683
-0.0514484068394766,0.769960338500849,-0.436010812153228
0.264140625150012,1.27095544589033,-0.0936889805107969
0.246424831751191,1.57712489989903,-0.356562749124278
-1.16608390795559,0.755273932329661,0.914233149148583
-0.984146533059849,0.662477355146039,-1.19133896341983
-3.38543417496528,0.350096740642504,0.769490437190061
0.0573776405488377,2.01821288565481,-0.249950217518414
1.61760306812446,1.12287178745596,0.572963849197298
-0.72421999333275,0.156174553389206,-0.233411030760824
1.21370863497908,0.777519508745214,-0.474878050677665
-1.60329707955728,1.97312247071123,0.887416474402959
1.36713488657879,1.23134877365794,-0.903420811971704
-0.266777468780041,0.838536184373359,-0.287273196805685
0.850683555985395,0.702960028218499,0.681672964668322
1.85795419735879,0.75236110015167,0.880853404297206
-0.305830676149287,1.12926034245554,-0.578888331498202
-1.09242491652536,0.393790633063796,-1.73824305103314
1.67487923745214,0.780508777149796,-1.62435753326018
-1.60188650272263,1.4301881185401,0.333542551515469
1.89195502724098,1.61362633870875,0.0337988585071001
1.20916654265483,0.345533676118695,-0.572381150131863
-0.683618536834692,0.0210018068057359,-1.56113624319196
0.665221600751918,0.0846081869742993,-0.371025499245779
1.3968061241213,-0.00494276655802871,-0.819093027393038
2.21668851577989,0.804675849928366,1.16404763957854
0.895066411500301,-0.0471223527043447,-0.882237567505249
2.13629978920297,1.21524047580428,-0.127707829824114
0.974907777409731,0.0629756049937015,-1.33837830003791
-0.239862116100399,1.19648073445304,-0.360917172343248
1.5596801918119,0.456106158969515,-0.176084319944649
0.817828302642661,0.409839950461439,-0.287892171336317
2.21653338338893,1.44093267992286,1.14205758966188
-2.24855867560108,1.12790642656764,0.380421112313389
-2.72635176700545,0.670084844704057,-0.0061363900344093
-1.95614459302589,2.05020200899958,0.17991034338008
1.00822657188256,0.822693543828231,0.272611161014402
-0.732241483670927,0.226373553483122,-0.606678560598968
2.01638855851982,1.15739248933319,0.228511374215247
-0.713383653216704,1.11307771242683,0.222619436466641
1.78029989161602,0.780708031558154,-0.268915509509507
-1.1486682185439,1.58291520342017,-0.318984157647055
-0.990658238441797,0.0299114168492111,-0.912931277050574
-1.1812157437071,0.755587495475186,-1.31866615047734
1.09967218296288,0.580336990851119,-0.0907217712385202
1.35311151631443,-0.263460859855701,-1.07608034388167
0.97290227454822,1.03811077562948,-0.274778221863012
-0.144706059704629,0.47090406616535,-0.234190610741666
0.0290395450407565,0.561662331268513,-1.14782731387366
2.15774405118024,0.486301462632783,0.156968920393453
1.39668801230048,0.131812093572439,-1.0410282276955
0.419157459568151,-0.0885527726407889,-0.997546075662129
1.00871074042715,1.10676370317931,0.43129647221064
-0.138479727312062,1.11568717784553,0.877776594019985
1.16413437132392,0.261837869191365,-0.0603256889193865
-1.6396388215094,0.29429387660151,-0.834884507657902
-2.35028944993315,0.606915020716731,-2.91844186451072
1.57718438867842,1.32244967397643,0.0117556112044243
